iter,E_plus,E_minus,E_curr,best_E
23,-0.9466719646457671,-0.942485807210194,-0.9436396094597477,-0.9447474732036053
24,-0.9446710262636672,-0.9454315429213368,-0.9435815838249009,-0.9447474732036053
25,-0.9442220018268843,-0.9456689065701386,-0.9436395804324166,-0.9447474732036053
26,-0.9428032467428937,-0.9413956673776623,-0.9436395804324166,-0.9447474732036053
27,-0.9436638366837083,-0.9454183734039971,-0.9436395804324166,-0.9447474732036053
28,-0.943477900621787,-0.9442313779497564,-0.9436395804324166,-0.9447474732036053
29,-0.943052595703116,-0.9440062923352192,-0.9436395804324166,-0.9447474732036053
30,-0.9427538584353069,-0.945254771542719,-0.9436514519723993,-0.9447474732036053
31,-0.9427841349444045,-0.942394108113644,-0.9436514519723993,-0.9447474732036053
32,-0.9462486173039131,-0.9432458536341379,-0.9433732600948209,-0.9447474732036053
33,-0.943600121482741,-0.9455748303279106,-0.9433732600948209,-0.9447474732036053
34,-0.9444980511969853,-0.9433883230318358,-0.9434312857296676,-0.9447474732036053
35,-0.944172258441302,-0.9427439994959544,-0.9434312857296676,-0.9447474732036053
36,-0.9443296086909888,-0.9427285052331087,-0.9435378536644454,-0.9447474732036053
37,-0.9434075817905937,-0.9454926128897776,-0.9434312857296676,-0.9447474732036053
38,-0.9413504041319071,-0.9437384973652294,-0.9432491791712516,-0.9447474732036053
39,-0.9458408713884188,-0.943829717165079,-0.9432491791712516,-0.9447474732036053
40,-0.9457807740768377,-0.9441219946593117,-0.9432491791712516,-0.9447474732036053
41,-0.945124420012351,-0.943836145285848,-0.9432491791712516,-0.9447474732036053
42,-0.9432833611305526,-0.9431115148642659,-0.9432491791712516,-0.9447474732036053
43,-0.9445245146639649,-0.9440041921175601,-0.9432491791712516,-0.9447474732036053
44,-0.9431274988843886,-0.9450124030343088,-0.9431999980480783,-0.9447474732036053
45,-0.9434734219684073,-0.9457257349938788,-0.9431999980480783,-0.9447474732036053
46,-0.9435675386120466,-0.9429078253760041,-0.9431999980480783,-0.9447474732036053
47,-0.9443502097884265,-0.9436804257314517,-0.9431999980480783,-0.9447474732036053
48,-0.9421693985241915,-0.9458678766478854,-0.9431420304388665,-0.9447474732036053
49,-0.9438649301354152,-0.9426443723113309,-0.9430507727769407,-0.9447474732036053
50,-0.9451479711885873,-0.9434159312269729,-0.9434862322463401,-0.9447474732036053
51,-0.9449244590462532,-0.9457026417682973,-0.9435441998555519,-0.9447474732036053
52,-0.9423113984265638,-0.9448391147415457,-0.9434529421936262,-0.9447474732036053
53,-0.9435011959465535,-0.942377329810247,-0.9435109678284729,-0.9447474732036053
54,-0.9437461299287224,-0.94488544795489,-0.9435109678284729,-0.9447474732036053
55,-0.9435229547778253,-0.9433519484310215,-0.9435109678284729,-0.9447474732036053
56,-0.9437397289866636,-0.9436766496846555,-0.9435109678284729,-0.9447474732036053
57,-0.9445726490340494,-0.9422312742882843,-0.9437586626019454,-0.9447474732036053
58,-0.9447259830559595,-0.9458364899113174,-0.9435441998555519,-0.9447474732036053
59,-0.9438403078315791,-0.9442375517322468,-0.9435441998555519,-0.9447474732036053
60,-0.941745627829609,-0.9447824040159326,-0.9435325355116441,-0.9447474732036053
61,-0.9459079281207035,-0.9447092899613591,-0.9435325355116441,-0.9447474732036053
62,-0.9438181234649733,-0.9437903215137083,-0.9435325355116441,-0.9447474732036053
63,-0.9439551355619741,-0.9435721305430954,-0.9435325355116441,-0.9447474732036053
64,-0.9437627711294713,-0.9452208926456137,-0.9433349162452896,-0.9447474732036053
65,-0.9434763912019801,-0.9448222328984037,-0.9433349742709245,-0.9447474732036053
66,-0.9447380470931563,-0.9423910354689273,-0.9437889385134707,-0.9447474732036053
67,-0.9424740612838186,-0.9433302695685041,-0.9437977249995092,-0.9447474732036053
68,-0.9439896707022355,-0.9432582456794197,-0.9437397573902974,-0.9447474732036053
69,-0.9407597264493226,-0.9431982613666603,-0.9435089060968639,-0.9447474732036053
70,-0.944128345847756,-0.9419668639123575,-0.9435089060968639,-0.9447474732036053
71,-0.9436730189973864,-0.9428024759173026,-0.9435089060968639,-0.9447474732036053
72,-0.9449736034567022,-0.9430066851591081,-0.9435089060968639,-0.9447474732036053
73,-0.9470874139713417,-0.944918207014328,-0.943558116218341,-0.9447474732036053
74,-0.9445084021534953,-0.9432650285696935,-0.9435089641224987,-0.9447474732036053
75,-0.9416200922886024,-0.9446666471703284,-0.9435089641224987,-0.9447474732036053
76,-0.9430637020140873,-0.9462637524524904,-0.9435089060968639,-0.9447474732036053
77,-0.9428152931442273,-0.9450764979193962,-0.943558116218341,-0.9447474732036053
78,-0.9443868744907339,-0.9434376117476619,-0.943558116218341,-0.9447474732036053
79,-0.9442541090720727,-0.94460997823122,-0.9435089060968639,-0.9447474732036053
