iter,E_plus,E_minus,E_curr,best_E
43,-0.9224262075759257,-0.9233132281721214,-0.9235635129104172,-0.9241582332905645
44,-0.9227702627456059,-0.9223106028852306,-0.9235635129104172,-0.9241582332905645
45,-0.9226488818231128,-0.9221321269961863,-0.9236383532163851,-0.9241582332905645
46,-0.9242772674237322,-0.9235590220750037,-0.9235635129104172,-0.9241582332905645
47,-0.9238925466651765,-0.9215020801249226,-0.9235635877133217,-0.9241582332905645
48,-0.9227717968721846,-0.9226948903962681,-0.9235635877133217,-0.9241582332905645
49,-0.9214467742443156,-0.9240007791516328,-0.9235635877133217,-0.9241582332905645
50,-0.9225815815476225,-0.9223651523740783,-0.9235635877133217,-0.9241582332905645
51,-0.9218340449310146,-0.9231188856020045,-0.9236383905991365,-0.9241582332905645
52,-0.9231009208096369,-0.9234068633875672,-0.9236383905991365,-0.9241582332905645
53,-0.9232065894146544,-0.9204323603852514,-0.9237131934849515,-0.9241582332905645
54,-0.9228710069928211,-0.9238606727177063,-0.9237131934849515,-0.9241582332905645
55,-0.9232205178187767,-0.9236040124108582,-0.9237131934849515,-0.9241582332905645
56,-0.924204593043146,-0.9226494973718073,-0.9237131934849515,-0.9241582332905645
57,-0.9242366117986852,-0.9246724905913338,-0.9237131934849515,-0.9241582332905645
58,-0.9258063718839099,-0.9234044813518416,-0.9236383905991365,-0.9241582332905645
59,-0.9226995566973105,-0.9208119982693498,-0.9237131934849515,-0.9241582332905645
60,-0.9234959431122477,-0.924457255926564,-0.9237131934849515,-0.9241582332905645
61,-0.9233923589024199,-0.9227560374924155,-0.9236383905991365,-0.9241582332905645
62,-0.9211420897419794,-0.9245787711047995,-0.9236383905991365,-0.9241582332905645
63,-0.9209225489493759,-0.9243444662032896,-0.9237131934849515,-0.9241582332905645
64,-0.9227270905726012,-0.9223301545984065,-0.9237131934849515,-0.9241582332905645
65,-0.9212281131565876,-0.9207072363163306,-0.9237131934849515,-0.9241582332905645
66,-0.922674254454427,-0.9242352395561385,-0.9237131934849515,-0.9241582332905645
67,-0.9231392318579517,-0.9216292748915408,-0.9236383905991367,-0.9241582332905645
68,-0.9253638432633596,-0.9250575965237715,-0.9236383905991367,-0.9241582332905645
69,-0.9217029213345117,-0.9235636533595991,-0.9236383905991367,-0.9241582332905645
70,-0.9231651471449364,-0.9233713456578116,-0.9236383905991367,-0.9241582332905645
71,-0.9235262938964666,-0.9244421160465919,-0.9237131934849515,-0.9241582332905645
72,-0.9237204808503531,-0.9227176644209903,-0.9237131934849515,-0.9241582332905645
73,-0.9232899644917881,-0.9217875155697548,-0.9236383531789836,-0.9241582332905645
74,-0.9225149320936384,-0.9225733721795286,-0.9236383531789836,-0.9241582332905645
75,-0.9240493278048098,-0.9242603896373803,-0.9237131934849515,-0.9241582332905645
76,-0.9236606820118842,-0.9226696855357881,-0.9237131934849515,-0.9241582332905645
77,-0.9235113357315299,-0.9234678585923527,-0.9237131934849515,-0.9241582332905645
78,-0.9232432017036729,-0.9256729782131516,-0.9235635877133217,-0.9241582332905645
79,-0.9232601589175224,-0.9231044384144542,-0.9235635877133217,-0.9241582332905645
