iter,E_plus,E_minus,E_curr,best_E
0,-0.9231026204087741,-0.9239319285322506,-0.9237841066010308,-0.9241582332905645
1,-0.9222976387256853,-0.9221493419987433,-0.9237841066010308,-0.9241582332905645
2,-0.9216070492043319,-0.9228166139146875,-0.9239376395999507,-0.9241582332905645
3,-0.9225115580551734,-0.9226498377512342,-0.9239376395999507,-0.9241582332905645
4,-0.921577099013117,-0.9248269464425248,-0.9238589094868458,-0.9241582332905645
5,-0.9215426665812417,-0.9198796744215668,-0.9235241468720764,-0.9241582332905645
6,-0.9236739274078066,-0.920848106609138,-0.9232602618794082,-0.9241582332905645
7,-0.9260433603056177,-0.9215581331246998,-0.9238983503280908,-0.9241582332905645
8,-0.9219927374187057,-0.9219758630401786,-0.9238983503280908,-0.9241582332905645
9,-0.9223958627744685,-0.9210024299054185,-0.9239337497928136,-0.9241582332905645
10,-0.9222661269922557,-0.9237810677193348,-0.9240085152584756,-0.9241582332905645
11,-0.9215077537505788,-0.9219166167517102,-0.9240479560997207,-0.9241582332905645
12,-0.9258188695467643,-0.9217963625867083,-0.9237131935223529,-0.9241582332905645
13,-0.9249563841669006,-0.9242681181094285,-0.9239376770201037,-0.9241582332905645
14,-0.9227654344049302,-0.9223562644521803,-0.9238628367141357,-0.9241582332905645
15,-0.9212684734255115,-0.9240065036085061,-0.9237879589880149,-0.9241582332905645
16,-0.9241951979771283,-0.9241710717380157,-0.9237879589880149,-0.9241582332905645
17,-0.9226465585939719,-0.9241432082956232,-0.9237131561022,-0.9241582332905645
18,-0.9242214765591741,-0.9224008718098636,-0.923713118682047,-0.9241582332905645
19,-0.9217497043425624,-0.9226045633135603,-0.9237879964081679,-0.9241582332905645
20,-0.9226255133605821,-0.9213629200572814,-0.9237879964081679,-0.9241582332905645
21,-0.9235153358164576,-0.9208747444524239,-0.9237131187194485,-0.9241582332905645
22,-0.9226470255431543,-0.9226119366534501,-0.9237131187194485,-0.9241582332905645
23,-0.9220009537390058,-0.9245161856900087,-0.9236383158336335,-0.9241582332905645
24,-0.9239416518491154,-0.9240935889121709,-0.9236383158336335,-0.9241582332905645
25,-0.9238074186267298,-0.9213346031244064,-0.9236383532163851,-0.9241582332905645
26,-0.9234195809477571,-0.9232444621063797,-0.9236383532163851,-0.9241582332905645
27,-0.922860977554844,-0.9234721993787075,-0.9237131561022001,-0.9241582332905645
28,-0.9232656897374,-0.9239271601448462,-0.9236383158336335,-0.9241582332905645
29,-0.9219388789597583,-0.9227236086540415,-0.9236383158336335,-0.9241582332905645
30,-0.9204010683619518,-0.9235051919455813,-0.9237131561022001,-0.9241582332905645
31,-0.9232905528826799,-0.9226504080163852,-0.9237131561022001,-0.9241582332905645
32,-0.9242343357904592,-0.9228866808758341,-0.9236383532163851,-0.9241582332905645
33,-0.9233439393370899,-0.9227408538290465,-0.9236383532163851,-0.9241582332905645
34,-0.9244308274038244,-0.9228011404799339,-0.9236383532163851,-0.9241582332905645
35,-0.9243432810623768,-0.9254370937907462,-0.9236383532163851,-0.9241582332905645
36,-0.9242281841630079,-0.9225146797747199,-0.9236383532163851,-0.9241582332905645
37,-0.9230049917749278,-0.9222319352464795,-0.9236383532163851,-0.9241582332905645
38,-0.9236869454383978,-0.9242290751923479,-0.9236383532163851,-0.9241582332905645
39,-0.921506508138105,-0.9245558559465307,-0.9236383532163851,-0.9241582332905645
40,-0.922254384729278,-0.9229230382888418,-0.9236383532163851,-0.9241582332905645
41,-0.9210279218160407,-0.9235163071572737,-0.9235635129104172,-0.9241582332905645
42,-0.9225431511498235,-0.9233326725053036,-0.923638315796232,-0.9241582332905645
