iter,E_plus,E_minus,E_curr,best_E
37,-1.0499648775032788,-1.0469049490628486,-1.048431626571191,-1.0486279530329314
38,-1.0433502240664847,-1.050061915585059,-1.0484316489574563,-1.0486279530329314
39,-1.0470251631315663,-1.046610074244854,-1.0484316489574563,-1.0486279530329314
40,-1.050841798234639,-1.0479831996316646,-1.0484576841838145,-1.0486279530329314
41,-1.04474868544776,-1.054258366613146,-1.0485274569068823,-1.0486279530329314
42,-1.0451275004243241,-1.051531193668644,-1.0493080415721299,-1.0493080415721299
43,-1.0472480484230584,-1.0521456954132062,-1.0492382662575097,-1.0493080415721299
44,-1.0457576872371268,-1.0507861400347265,-1.049168538284597,-1.0493080415721299
45,-1.0468138696093705,-1.0487840651299671,-1.0491237657543164,-1.0493080415721299
46,-1.0476913233044292,-1.0480032586386703,-1.0491237657543164,-1.0493080415721299
47,-1.0494528738429325,-1.047833667621234,-1.0491237657543164,-1.0493080415721299
48,-1.0531056356906365,-1.0447279902750428,-1.049168180434295,-1.0493080415721299
49,-1.047463322143059,-1.0474892428045166,-1.049168180434295,-1.0493080415721299
50,-1.0445568096829212,-1.0546136371507522,-1.049299811933399,-1.0493080415721299
51,-1.048603618346398,-1.0464873466001674,-1.049389312243805,-1.049389312243805
52,-1.0514601346447174,-1.0469506327171703,-1.04943404002393,-1.04943404002393
53,-1.0493509963876768,-1.044912099396715,-1.0490340641185647,-1.04943404002393
54,-1.0521964139504574,-1.0462424771112528,-1.0493192208476505,-1.04943404002393
55,-1.0463595438024234,-1.0497336110033078,-1.0495682010227574,-1.0495682010227574
56,-1.0530625021643287,-1.043151983401294,-1.0490338851850016,-1.0495682010227574
57,-1.0475269542082593,-1.051411063020002,-1.0490786353737338,-1.0495682010227574
58,-1.0485863553463999,-1.047424717630082,-1.0490786353737338,-1.0495682010227574
59,-1.0525680143121192,-1.0481302702761401,-1.049548772769686,-1.0495682010227574
60,-1.0482904629598795,-1.0523626134409485,-1.0490145687066643,-1.0495682010227574
61,-1.047734764757975,-1.0494406488041215,-1.0493697273315268,-1.0495682010227574
62,-1.0496651594197397,-1.0507619359612128,-1.0494591828917772,-1.0495682010227574
63,-1.0510204724728047,-1.049562678043198,-1.0494591828917772,-1.0495682010227574
64,-1.0485682723703589,-1.049654368416459,-1.0495288885231413,-1.0495682010227574
65,-1.049053289713421,-1.0474973427793994,-1.0494591828917772,-1.0495682010227574
66,-1.0488965807503323,-1.048955437689611,-1.0494591828917772,-1.0495682010227574
67,-1.0496906390495182,-1.0479816989108885,-1.0494591828917772,-1.0495682010227574
68,-1.04865469454338,-1.049273352766606,-1.0494591828917772,-1.0495682010227574
69,-1.0459759812330822,-1.0524353771848052,-1.0495040449895605,-1.0495682010227574
70,-1.0520706144460308,-1.0457970573775321,-1.0493697273315266,-1.0495682010227574
71,-1.0501084921606811,-1.0471905093016853,-1.0494841383343423,-1.0495682010227574
72,-1.0499755270602602,-1.0483720897654918,-1.0494394105542169,-1.0495682010227574
73,-1.0462658499603985,-1.0485008691454945,-1.0495736610534216,-1.0495736610534216
74,-1.0473843869171549,-1.0490120802073768,-1.049618455992376,-1.049618455992376
75,-1.0493077774094166,-1.0489264388685622,-1.0495736610534216,-1.049618455992376
76,-1.0542651878876974,-1.0421918220342277,-1.0490288372604852,-1.049618455992376
77,-1.0444851590029003,-1.0521938297363664,-1.0495814620254653,-1.049618455992376
78,-1.0520354984163645,-1.046068096497263,-1.0494375812332635,-1.049618455992376
79,-1.04535759847058,-1.0539546414114478,-1.049392786294309,-1.049618455992376
