name,param,mr_score,E_FCI,E_noisy_best,best_error
H4_sq_d+0.00_a1.00,0.0,2.212721593449086,-1.9151065495118047,-1.775055267345154,0.14005128216665064
H4_sq_d+0.15_a1.00,0.15,0.981462229240888,-2.047747470867048,-1.7451311046835176,0.30261636618353016
H4_sq_d+0.30_a1.00,0.3,1.2105508971504468,-2.1514346257935477,-1.9681664191495696,0.18326820664397814
